order_id,document_id,customer_id,order_date,revenue_amount,causale,turnovendita,staff,bancovendita,numcoperti,cost,costoproduzione_foodbev,costoproduzione_materiali,costoproduzione_extra,costoproduzione_personale,costoproduzione_struttura,costoproduzione_consumi
239877,BS192,,150111,134,951,1,208,1,,"13,4","6,7","2,68","4,02","20,1","6,7","13,4"
239881,BS188,,150111,"28,5",951,1,207,14,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
239888,RE65,,150111,-16,941,1,,0,,"-1,6","-0,8","-0,32","-0,48","-2,4","-0,8","-1,6"
239889,BS191,,150111,75,951,1,207,11,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
239891,BF7,247,150111,264,953,1,208,3,,"26,4","13,2","5,28","7,92","39,6","13,2","26,4"
239898,BS187,,150111,"5,5",951,1,,0,,"0,55","0,275","0,11","0,165","0,825","0,275","0,55"
239906,BS193,,150111,60,951,1,6,28,,6,3,"1,2","1,8",9,3,6
239919,BS194,,150111,48,951,1,6,27,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
239929,RE66,,150111,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
239933,BS195,,150111,29,951,1,208,2,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
239940,BS200,,150111,"71,5",951,1,207,12,,"7,15","3,575","1,43","2,145","10,725","3,575","7,15"
239950,BS197,,150111,25,951,1,207,14,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
239962,BS199,,150111,40,951,1,6,25,,4,2,"0,8","1,2",6,2,4
239965,BS196,,150111,"21,5",951,1,6,26,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
239973,BS201,,150111,60,951,1,207,11,,6,3,"1,2","1,8",9,3,6
239992,BS198,,150111,28,951,1,208,8,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
240046,BS202,,150111,30,951,1,6,23,,3,"1,5","0,6","0,9","4,5","1,5",3
240101,BS204,,150112,"23,5",951,1,6,23,,"2,35","1,175","0,47","0,705","3,525","1,175","2,35"
240110,RE67,,150112,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
240111,-s240110,,150112,1,998,1,,0,,"0,1","0,05","0,02","0,03","0,15","0,05","0,1"
240119,BS203,,150112,6,951,1,,0,,"0,6","0,3","0,12","0,18","0,9","0,3","0,6"
240124,BS205,,150112,25,951,1,6,25,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
240128,BS213,,150112,57,951,1,208,4,,"5,7","2,85","1,14","1,71","8,55","2,85","5,7"
240130,BS209,,150112,42,951,1,208,16,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
240133,BS210,,150112,65,951,1,208,5,,"6,5","3,25","1,3","1,95","9,75","3,25","6,5"
240135,BS207,,150112,17,951,1,6,14,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
240140,BS211,,150112,"67,5",951,1,6,11,,"6,75","3,375","1,35","2,025","10,125","3,375","6,75"
240143,BS208,,150112,"39,5",951,1,6,23,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
240147,BS212,,150112,47,951,1,208,1,,"4,7","2,35","0,94","1,41","7,05","2,35","4,7"
240162,BS206,,150112,"13,5",951,1,,0,,"1,35","0,675","0,27","0,405","2,025","0,675","1,35"
240241,BS214,,150112,30,951,1,208,2,,3,"1,5","0,6","0,9","4,5","1,5",3
240267,BS219,,150114,54,951,1,11,13,,"5,4","2,7","1,08","1,62","8,1","2,7","5,4"
240270,BS218,,150114,55,951,1,6,27,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
240274,BS215,,150114,4,951,1,,0,,"0,4","0,2","0,08","0,12","0,6","0,2","0,4"
240276,BS226,,150114,180,951,1,11,3,,18,9,"3,6","5,4",27,9,18
240280,BS221,,150114,27,951,1,6,23,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
240286,RE68,,150114,-33,941,1,,0,,"-3,3","-1,65","-0,66","-0,99","-4,95","-1,65","-3,3"
240287,BS223,,150114,60,951,1,6,25,,6,3,"1,2","1,8",9,3,6
240292,BS216,,150114,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
240298,RE69,,150114,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
240304,BS222,,150114,19,951,1,9,12,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
240306,BS224,,150114,40,951,1,9,26,,4,2,"0,8","1,2",6,2,4
240308,BS217,,150114,17,951,1,,0,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
240326,BS220,,150114,25,951,1,,0,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
240328,BS232,,150114,58,951,1,11,27,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
240330,BS229,,150114,38,951,1,6,14,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
240332,BS227,,150114,70,951,1,6,24,,7,"3,5","1,4","2,1","10,5","3,5",7
240336,BS228,,150114,40,951,1,11,2,,4,2,"0,8","1,2",6,2,4
240340,BS233,,150114,73,951,1,9,11,,"7,3","3,65","1,46","2,19","10,95","3,65","7,3"
240346,BS225,,150114,"29,5",951,1,6,13,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
240371,BS231,,150114,19,951,1,6,12,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
240391,BS234,,150114,"21,5",951,1,6,25,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
240407,BS236,,150114,38,951,1,6,26,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
240413,BS235,,150114,105,951,1,6,24,,"10,5","5,25","2,1","3,15","15,75","5,25","10,5"
240422,BS230,,150114,"52,5",951,1,,0,,"5,25","2,625","1,05","1,575","7,875","2,625","5,25"
240454,BS237,,150114,30,951,1,11,11,,3,"1,5","0,6","0,9","4,5","1,5",3
240461,BF8,235,150114,18,953,1,6,14,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
240525,RE70,,150115,-50,941,1,,0,,-5,"-2,5",-1,"-1,5","-7,5","-2,5",-5
240531,BS239,,150115,34,951,1,11,23,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
240541,BS240,,150115,22,951,1,6,13,,"2,2","1,1","0,44","0,66","3,3","1,1","2,2"
240543,BS238,,150115,"10,5",951,1,,0,,"1,05","0,525","0,21","0,315","1,575","0,525","1,05"
240545,BS248,,150115,40,951,1,9,28,,4,2,"0,8","1,2",6,2,4
240547,BS244,,150115,58,951,1,6,27,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
240553,BS242,,150115,"27,5",951,1,11,8,,"2,75","1,375","0,55","0,825","4,125","1,375","2,75"
240555,BS241,,150115,33,951,1,11,12,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
240585,BF10,182,150115,108,953,1,11,21,,"10,8","5,4","2,16","3,24","16,2","5,4","10,8"
240600,BS246,,150115,"43,5",951,1,6,13,,"4,35","2,175","0,87","1,305","6,525","2,175","4,35"
240615,BS243,,150115,33,951,1,,0,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
240623,BS247,,150115,55,951,1,9,12,,"5,5","2,75","1,1","1,65","8,25","2,75","5,5"
240625,BS245,,150115,26,951,1,6,22,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
240690,BF9,169,150115,600,953,1,,0,,60,30,12,18,90,30,60
240730,BS251,,150116,28,951,1,194,3,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
240732,BS249,,150116,"12,5",951,1,,0,,"1,25","0,625","0,25","0,375","1,875","0,625","1,25"
240739,BS252,,150116,38,951,1,208,16,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
240743,BS253,,150116,24,951,1,194,2,,"2,4","1,2","0,48","0,72","3,6","1,2","2,4"
240750,BS254,,150116,40,951,1,194,4,,4,2,"0,8","1,2",6,2,4
240753,BS256,,150116,39,951,1,11,25,,"3,9","1,95","0,78","1,17","5,85","1,95","3,9"
240766,BS250,,150116,"38,5",951,1,,0,,"3,85","1,925","0,77","1,155","5,775","1,925","3,85"
240772,BS257,,150116,"107,5",951,1,194,1,,"10,75","5,375","2,15","3,225","16,125","5,375","10,75"
240794,BS255,,150116,30,951,1,11,28,,3,"1,5","0,6","0,9","4,5","1,5",3
240827,BF11,229,150116,40,953,1,11,23,,4,2,"0,8","1,2",6,2,4
240849,BS259,,150116,105,951,1,11,13,,"10,5","5,25","2,1","3,15","15,75","5,25","10,5"
240855,BS258,,150116,74,951,1,11,28,,"7,4","3,7","1,48","2,22","11,1","3,7","7,4"
240965,BS260,,150116,10,951,1,,0,,1,"0,5","0,2","0,3","1,5","0,5",1
240976,RE71,,150117,"-29,5",941,1,,0,,"-2,95","-1,475","-0,59","-0,885","-4,425","-1,475","-2,95"
240982,RE72,,150117,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
240983,BS261,,150117,"42,5",951,1,,0,,"4,25","2,125","0,85","1,275","6,375","2,125","4,25"
240987,RE73,,150117,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
240988,RE74,,150117,"-15,5",941,1,,0,,"-1,55","-0,775","-0,31","-0,465","-2,325","-0,775","-1,55"
240991,RE75,,150117,"-25,5",941,1,,0,,"-2,55","-1,275","-0,51","-0,765","-3,825","-1,275","-2,55"
240994,BS266,,150117,"39,5",951,1,11,25,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
240997,BS265,,150117,23,951,1,11,13,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
240999,BS262,,150117,42,951,1,,0,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
241001,BS270,,150117,38,951,1,11,22,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
241004,BS271,,150117,38,951,1,11,27,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
241011,RE76,,150117,-28,941,1,,0,,"-2,8","-1,4","-0,56","-0,84","-4,2","-1,4","-2,8"
241013,RE77,,150117,-63,941,1,,0,,"-6,3","-3,15","-1,26","-1,89","-9,45","-3,15","-6,3"
241019,RE78,,150117,-22,941,1,,0,,"-2,2","-1,1","-0,44","-0,66","-3,3","-1,1","-2,2"
241021,BS275,,150117,110,951,1,11,24,,11,"5,5","2,2","3,3","16,5","5,5",11
241023,BS268,,150117,13,951,1,11,23,,"1,3","0,65","0,26","0,39","1,95","0,65","1,3"
241031,RE79,,150117,"-33,5",941,1,,0,,"-3,35","-1,675","-0,67","-1,005","-5,025","-1,675","-3,35"
241033,BS273,,150117,64,951,1,194,4,,"6,4","3,2","1,28","1,92","9,6","3,2","6,4"
241035,RE80,,150117,"-16,5",941,1,,0,,"-1,65","-0,825","-0,33","-0,495","-2,475","-0,825","-1,65"
241036,BS272,,150117,29,951,1,194,2,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
241041,BS263,,150117,"41,5",951,1,,0,,"4,15","2,075","0,83","1,245","6,225","2,075","4,15"
241043,BS264,,150117,58,951,1,,0,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
241052,RE81,,150117,-25,941,1,,0,,"-2,5","-1,25","-0,5","-0,75","-3,75","-1,25","-2,5"
241053,BS267,,150117,23,951,1,,0,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
241085,BS269,,150117,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
241110,BS276,,150117,25,951,1,11,26,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
241113,BS279,,150117,"87,5",951,1,194,5,,"8,75","4,375","1,75","2,625","13,125","4,375","8,75"
241115,BS277,,150117,85,951,1,194,27,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
241128,BS274,,150117,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
241132,RE82,,150117,-33,941,1,,0,,"-3,3","-1,65","-0,66","-0,99","-4,95","-1,65","-3,3"
241191,BS282,,150117,60,951,1,11,12,,6,3,"1,2","1,8",9,3,6
241194,BS278,,150117,58,951,1,194,3,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
241197,BS281,,150117,44,951,1,11,21,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
241210,BS280,,150117,28,951,1,11,7,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
241318,BS283,,150118,50,951,1,208,28,,5,"2,5",1,"1,5","7,5","2,5",5
241328,BS287,,150118,230,951,1,208,21,,23,"11,5","4,6","6,9","34,5","11,5",23
241331,BS286,,150118,"218,5",951,1,208,24,,"21,85","10,925","4,37","6,555","32,775","10,925","21,85"
241343,BS285,,150118,68,951,1,208,14,,"6,8","3,4","1,36","2,04","10,2","3,4","6,8"
241359,BF12,170,150118,127,953,1,208,11,,"12,7","6,35","2,54","3,81","19,05","6,35","12,7"
241363,BS288,,150118,90,951,1,9,1,,9,"4,5","1,8","2,7","13,5","4,5",9
241367,BS291,,150118,45,951,1,9,6,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
241402,BS284,,150118,50,951,1,,0,,5,"2,5",1,"1,5","7,5","2,5",5
241406,BS290,,150118,100,951,1,194,202,,10,5,2,3,15,5,10
241414,BS289,,150118,39,951,1,208,26,,"3,9","1,95","0,78","1,17","5,85","1,95","3,9"
241460,BS292,,150118,120,951,1,208,12,,12,6,"2,4","3,6",18,6,12
241496,BS295,,150118,35,951,1,208,2,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
241498,RE83,,150118,-13,941,1,,0,,"-1,3","-0,65","-0,26","-0,39","-1,95","-0,65","-1,3"
241502,RE84,,150118,-45,941,1,,0,,"-4,5","-2,25","-0,9","-1,35","-6,75","-2,25","-4,5"
241504,RE85,,150118,"-29,5",941,1,,0,,"-2,95","-1,475","-0,59","-0,885","-4,425","-1,475","-2,95"
241508,BS293,,150118,"11,5",951,1,,0,,"1,15","0,575","0,23","0,345","1,725","0,575","1,15"
241511,RE86,,150118,"-26,5",941,1,,0,,"-2,65","-1,325","-0,53","-0,795","-3,975","-1,325","-2,65"
241517,RE87,,150118,-28,941,1,,0,,"-2,8","-1,4","-0,56","-0,84","-4,2","-1,4","-2,8"
241520,RE88,,150118,-27,941,1,,0,,"-2,7","-1,35","-0,54","-0,81","-4,05","-1,35","-2,7"
241521,BS294,,150118,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
241528,BF13,157,150118,45,953,1,11,13,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
241533,RE89,,150118,-29,941,1,,0,,"-2,9","-1,45","-0,58","-0,87","-4,35","-1,45","-2,9"
241535,BS296,,150118,9,951,1,,0,,"0,9","0,45","0,18","0,27","1,35","0,45","0,9"
241537,RE90,,150118,"-12,5",941,1,,0,,"-1,25","-0,625","-0,25","-0,375","-1,875","-0,625","-1,25"
241538,BS298,,150118,44,951,1,11,28,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
241544,RE91,,150118,"-9,5",941,1,,0,,"-0,95","-0,475","-0,19","-0,285","-1,425","-0,475","-0,95"
241548,BS297,,150118,"21,5",951,1,,0,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
241552,BF14,52,150118,44,953,1,208,2,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
241561,RE92,,150118,"-46,5",941,1,,0,,"-4,65","-2,325","-0,93","-1,395","-6,975","-2,325","-4,65"
241579,BS300,,150118,"59,5",951,1,11,4,,"5,95","2,975","1,19","1,785","8,925","2,975","5,95"
241581,RE93,,150118,"-23,5",941,1,,0,,"-2,35","-1,175","-0,47","-0,705","-3,525","-1,175","-2,35"
241582,BS299,,150118,"49,5",951,1,207,12,,"4,95","2,475","0,99","1,485","7,425","2,475","4,95"
241601,RE94,,150118,-44,941,1,,0,,"-4,4","-2,2","-0,88","-1,32","-6,6","-2,2","-4,4"
241677,BS301,,150118,40,951,1,11,13,,4,2,"0,8","1,2",6,2,4
241700,BS302,,150118,35,951,1,11,16,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
241766,BF15,33,150119,250,953,1,,0,,25,"12,5",5,"7,5","37,5","12,5",25
241768,BS303,,150119,"7,5",951,1,,0,,"0,75","0,375","0,15","0,225","1,125","0,375","0,75"
241770,BS304,,150119,33,951,1,,0,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
241772,BS305,,150119,"7,5",951,1,,0,,"0,75","0,375","0,15","0,225","1,125","0,375","0,75"
241774,BS306,,150119,"28,5",951,1,,0,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
241777,BS307,,150119,19,951,1,,0,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
241779,BS308,,150119,25,951,1,,0,,"2,5","1,25","0,5","0,75","3,75","1,25","2,5"
241781,BS309,,150119,37,951,1,11,14,,"3,7","1,85","0,74","1,11","5,55","1,85","3,7"
241783,RE95,,150119,-24,941,1,,0,,"-2,4","-1,2","-0,48","-0,72","-3,6","-1,2","-2,4"
241787,BS310,,150119,40,951,1,11,23,,4,2,"0,8","1,2",6,2,4
241798,RE96,,150119,-19,941,1,,0,,"-1,9","-0,95","-0,38","-0,57","-2,85","-0,95","-1,9"
241800,BS311,,150119,"39,5",951,1,11,26,,"3,95","1,975","0,79","1,185","5,925","1,975","3,95"
241806,BF16,19,150119,26,953,1,207,25,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
241842,BS313,,150119,29,951,1,9,2,,"2,9","1,45","0,58","0,87","4,35","1,45","2,9"
241851,BS314,,150119,32,951,1,11,25,,"3,2","1,6","0,64","0,96","4,8","1,6","3,2"
241853,BS312,,150119,20,951,1,11,27,,2,1,"0,4","0,6",3,1,2
241909,BS315,,150121,33,951,1,,0,,"3,3","1,65","0,66","0,99","4,95","1,65","3,3"
241922,BF17,248,150121,75,953,1,6,28,,"7,5","3,75","1,5","2,25","11,25","3,75","7,5"
241924,BS319,,150121,35,951,1,6,23,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
241926,BS318,,150121,45,951,1,6,13,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
241928,BS316,,150121,"31,5",951,1,,0,,"3,15","1,575","0,63","0,945","4,725","1,575","3,15"
241963,BS317,,150121,10,951,1,,0,,1,"0,5","0,2","0,3","1,5","0,5",1
241980,BS321,,150121,48,951,1,9,25,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
241982,BS320,,150121,19,951,1,6,22,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
241997,BS322,,150121,19,951,1,6,28,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
242017,RE97,,150121,-29,941,1,,0,,"-2,9","-1,45","-0,58","-0,87","-4,35","-1,45","-2,9"
242019,BS323,,150121,57,951,1,11,4,,"5,7","2,85","1,14","1,71","8,55","2,85","5,7"
242063,BS325,,150121,64,951,1,6,11,,"6,4","3,2","1,28","1,92","9,6","3,2","6,4"
242073,BS324,,150121,"9,5",951,1,,0,,"0,95","0,475","0,19","0,285","1,425","0,475","0,95"
242126,BS326,,150122,40,951,1,11,2,,4,2,"0,8","1,2",6,2,4
242131,BS327,,150122,23,951,1,6,22,,"2,3","1,15","0,46","0,69","3,45","1,15","2,3"
242139,BS329,,150122,88,951,1,9,21,,"8,8","4,4","1,76","2,64","13,2","4,4","8,8"
242153,BS335,,150122,58,951,1,9,12,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
242155,BS336,,150122,70,951,1,6,24,,7,"3,5","1,4","2,1","10,5","3,5",7
242166,BS332,,150122,40,951,1,6,22,,4,2,"0,8","1,2",6,2,4
242170,BS334,,150122,53,951,1,6,28,,"5,3","2,65","1,06","1,59","7,95","2,65","5,3"
242174,BS331,,150122,38,951,1,6,16,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
242182,RE98,,150122,-12,941,1,,0,,"-1,2","-0,6","-0,24","-0,36","-1,8","-0,6","-1,2"
242185,BS333,,150122,26,951,1,11,2,,"2,6","1,3","0,52","0,78","3,9","1,3","2,6"
242188,RE99,,150122,-15,941,1,,0,,"-1,5","-0,75","-0,3","-0,45","-2,25","-0,75","-1,5"
242195,BS337,,150122,195,951,1,11,3,,"19,5","9,75","3,9","5,85","29,25","9,75","19,5"
242203,RE100,,150122,"-69,5",941,1,,0,,"-6,95","-3,475","-1,39","-2,085","-10,425","-3,475","-6,95"
242206,BS328,,150122,"69,5",951,1,,0,,"6,95","3,475","1,39","2,085","10,425","3,475","6,95"
242211,BS330,,150122,10,951,1,,0,,1,"0,5","0,2","0,3","1,5","0,5",1
242267,BF18,226,150122,"29,5",953,1,11,13,,"2,95","1,475","0,59","0,885","4,425","1,475","2,95"
242277,RE101,,150123,-21,941,1,,0,,"-2,1","-1,05","-0,42","-0,63","-3,15","-1,05","-2,1"
242285,RE102,,150123,"-17,5",941,1,,0,,"-1,75","-0,875","-0,35","-0,525","-2,625","-0,875","-1,75"
242294,BS342,,150123,35,951,1,6,28,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
242297,RE103,,150123,-32,941,1,,0,,"-3,2","-1,6","-0,64","-0,96","-4,8","-1,6","-3,2"
242302,BS338,,150123,13,951,1,,0,,"1,3","0,65","0,26","0,39","1,95","0,65","1,3"
242311,BF19,229,150123,"27,5",953,1,6,23,,"2,75","1,375","0,55","0,825","4,125","1,375","2,75"
242313,BS339,,150123,10,951,1,,0,,1,"0,5","0,2","0,3","1,5","0,5",1
242315,BS343,,150123,28,951,1,9,25,,"2,8","1,4","0,56","0,84","4,2","1,4","2,8"
242321,BS348,,150123,30,951,1,11,8,,3,"1,5","0,6","0,9","4,5","1,5",3
242325,BS346,,150123,58,951,1,11,1,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
242332,BS345,,150123,"33,5",951,1,11,2,,"3,35","1,675","0,67","1,005","5,025","1,675","3,35"
242334,RE104,,150123,-26,941,1,,0,,"-2,6","-1,3","-0,52","-0,78","-3,9","-1,3","-2,6"
242335,BS347,,150123,85,951,1,11,4,,"8,5","4,25","1,7","2,55","12,75","4,25","8,5"
242344,RE105,,150123,"-28,5",941,1,,0,,"-2,85","-1,425","-0,57","-0,855","-4,275","-1,425","-2,85"
242345,RE106,,150123,"-28,5",941,1,,0,,"-2,85","-1,425","-0,57","-0,855","-4,275","-1,425","-2,85"
242346,BF20,249,150123,230,953,1,6,15,,23,"11,5","4,6","6,9","34,5","11,5",23
242348,BS340,,150123,"28,5",951,1,,0,,"2,85","1,425","0,57","0,855","4,275","1,425","2,85"
242355,BS341,,150123,18,951,1,,0,,"1,8","0,9","0,36","0,54","2,7","0,9","1,8"
242379,BS351,,150123,48,951,1,6,27,,"4,8","2,4","0,96","1,44","7,2","2,4","4,8"
242396,BS344,,150123,11,951,1,,0,,"1,1","0,55","0,22","0,33","1,65","0,55","1,1"
242400,BS350,,150123,120,951,1,9,21,,12,6,"2,4","3,6",18,6,12
242411,BS349,,150123,"43,5",951,1,6,25,,"4,35","2,175","0,87","1,305","6,525","2,175","4,35"
242416,RE107,,150123,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
242426,BS354,,150123,35,951,1,11,23,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
242430,BS352,,150123,40,951,1,11,2,,4,2,"0,8","1,2",6,2,4
242436,RE108,,150123,-24,941,1,,0,,"-2,4","-1,2","-0,48","-0,72","-3,6","-1,2","-2,4"
242468,BF21,176,150123,35,953,1,6,26,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
242477,BS355,,150123,27,951,1,11,12,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
242488,BS353,,150123,45,951,1,11,4,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
242561,RE109,,150124,-18,941,1,,0,,"-1,8","-0,9","-0,36","-0,54","-2,7","-0,9","-1,8"
242568,BS356,,150124,8,951,1,,0,,"0,8","0,4","0,16","0,24","1,2","0,4","0,8"
242570,RE110,,150124,"-30,5",941,1,,0,,"-3,05","-1,525","-0,61","-0,915","-4,575","-1,525","-3,05"
242571,BS357,,150124,15,951,1,,0,,"1,5","0,75","0,3","0,45","2,25","0,75","1,5"
242576,BS361,,150124,27,951,1,207,14,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
242578,BS363,,150124,42,951,1,11,23,,"4,2","2,1","0,84","1,26","6,3","2,1","4,2"
242582,BS358,,150124,14,951,1,,0,,"1,4","0,7","0,28","0,42","2,1","0,7","1,4"
242586,BS359,,150124,6,951,1,,0,,"0,6","0,3","0,12","0,18","0,9","0,3","0,6"
242590,RE111,,150124,-20,941,1,,0,,-2,-1,"-0,4","-0,6",-3,-1,-2
242591,RE112,,150124,-40,941,1,,0,,-4,-2,"-0,8","-1,2",-6,-2,-4
242592,RE113,,150124,"-18,5",941,1,,0,,"-1,85","-0,925","-0,37","-0,555","-2,775","-0,925","-1,85"
242593,BF22,15,150124,32,953,1,11,16,,"3,2","1,6","0,64","0,96","4,8","1,6","3,2"
242596,BS360,,150124,16,951,1,,0,,"1,6","0,8","0,32","0,48","2,4","0,8","1,6"
242598,BF23,133,150124,"34,5",953,1,11,12,,"3,45","1,725","0,69","1,035","5,175","1,725","3,45"
242610,RE114,,150124,-22,941,1,,0,,"-2,2","-1,1","-0,44","-0,66","-3,3","-1,1","-2,2"
242617,BS362,,150124,5,951,1,,0,,"0,5","0,25","0,1","0,15","0,75","0,25","0,5"
242632,BS366,,150124,150,951,1,194,4,,15,"7,5",3,"4,5","22,5","7,5",15
242634,BS364,,150124,84,951,1,207,15,,"8,4","4,2","1,68","2,52","12,6","4,2","8,4"
242636,BS368,,150124,35,951,1,11,14,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
242643,BS372,,150124,105,951,1,11,27,,"10,5","5,25","2,1","3,15","15,75","5,25","10,5"
242646,BS367,,150124,95,951,1,207,11,,"9,5","4,75","1,9","2,85","14,25","4,75","9,5"
242649,BS369,,150124,38,951,1,11,28,,"3,8","1,9","0,76","1,14","5,7","1,9","3,8"
242654,BS371,,150124,30,951,1,194,7,,3,"1,5","0,6","0,9","4,5","1,5",3
242657,BS365,,150124,19,951,1,11,26,,"1,9","0,95","0,38","0,57","2,85","0,95","1,9"
242659,RE115,,150124,"-30,5",941,1,,0,,"-3,05","-1,525","-0,61","-0,915","-4,575","-1,525","-3,05"
242671,BS374,,150124,120,951,1,207,13,,12,6,"2,4","3,6",18,6,12
242680,BS373,,150124,"168,5",951,1,11,21,,"16,85","8,425","3,37","5,055","25,275","8,425","16,85"
242728,BS375,,150124,34,951,1,207,11,,"3,4","1,7","0,68","1,02","5,1","1,7","3,4"
242736,BS370,,150124,17,951,1,,0,,"1,7","0,85","0,34","0,51","2,55","0,85","1,7"
242769,BS376,,150124,27,951,1,11,12,,"2,7","1,35","0,54","0,81","4,05","1,35","2,7"
242772,BS377,,150124,"21,5",951,1,11,26,,"2,15","1,075","0,43","0,645","3,225","1,075","2,15"
242795,BS379,,150124,58,951,1,11,27,,"5,8","2,9","1,16","1,74","8,7","2,9","5,8"
242815,BS378,,150124,35,951,1,194,11,,"3,5","1,75","0,7","1,05","5,25","1,75","3,5"
242832,BS381,,150124,45,951,1,11,14,,"4,5","2,25","0,9","1,35","6,75","2,25","4,5"
242857,BS380,,150124,60,951,1,11,12,,6,3,"1,2","1,8",9,3,6
242918,BS382,,150125,44,951,1,6,12,,"4,4","2,2","0,88","1,32","6,6","2,2","4,4"
242920,BS383,,150125,79,951,1,6,11,,"7,9","3,95","1,58","2,37","11,85","3,95","7,9"
242931,BS387,,150125,130,951,1,6,24,,13,"6,5","2,6","3,9","19,5","6,5",13
